ID,Type,Utterance,Dialog_Act,Dialog_Act_1,Emotion,Dialog_Act_Label
161_99,P,right,gc,,0,3
161_100,T,Like I'm thinking in times and your girlfriend might not be around. Okay. Right. So you still want to have you want to have adaptive response. That's not necessarily tied to a person in case she isn't around.,gc,,0,3
161_101,P,Right,gc,,0,3
161_102,T,"can use that one certainly, that's a good one, when she's not around. And you kind of revisit those consequences, new adaptive response. Do you think that's going to be enough motivation to keep you from going to the house?",gc,orq,0,3
161_103,P,"Yeah, I do. I mean I like as of right now, work scones good, like school is going good. I don't, I really don't want any problems. And I think like now If i don't realize that if I if I do keep using, it's not just going to be something like that I do when I'm bored or like that I'm doing for fun it's going to turn into like a problem that's going to kind of affects everything else. So I think like, if I just remember to tell myself, like when I'm feeling bored if I just remember to tell myself like I don't, I don't want to be out in the streets and like especially I don't want to lose my job. Like I think telling myself those things that will help remind me like kind of what's at stake. You know",gc,id,0,3
161_104,T,"Good, good. So it sounds like you have some some adaptive responses to use. Nothing occurs to me is your parents around much",gc,,0,3
161_105,P,"Yeah, I mean, they're my dad works a lot. My mom's usually she works to a single part time job. So she's usually like home at night.",gc,,0,3
161_106,T,"And night one of the times and you have gone over to your friend's house, ",irq,,0,1
161_107,P,"well it's actually it's more during the day, it's more kind of day.",id,,0,0
161_108,T,"So she could be an asset in terms of trying to stop you from leaving the house, but only when she's there. ",irq,,0,1
161_109,P,Right.,id,,0,0
161_110,T,"And similar to your father, you know, so it's really, I guess we kind of narrow it down to when you're home alone and particularly when your girlfriend's not available, that's your highest risk time right? ",irq,,0,1
161_111,P,Yeah.,id,,0,0
161_112,T,"So we have the cognitive adaptive responses to come employment, what was anything more behavioral, we can do like can you can you go somewhere else?",irq,,0,1
161_113,P,"Well, I think like one of the one of the other things I do to kind of clear my head as I like to go for a drive. So like if I if I start feeling bored I think maybe if I like get in my car And like I said, all of that that's his stuff. I just drive away, like, just physically leave the temptation. And then like from there, I can go to a bookstore or like a comic book store like I can, I could spend hours in there. So maybe if I can, like I can remind myself to drive away, go to the stores, and like, maybe I can just kind of stay out there like enough till either like my girlfriend's home or my parents come home.",id,,0,0
161_114,T,"I think that's a good I think it's a good plan. Yeah. and remember that the more we apply these adaptive responses, right, what we hope is that you the risk decreases, like your craving decreases your motivation to stay clean increases",gc,id,0,3
161_115,P,right.,gc,,0,3
161_116,T,"So while it may be only convenient to drive someplace, every time no one's available, and you'd have thought that might not be something I do forever. ",gc,,0,3
161_117,P,"Right, right. ",gc,,0,3
161_118,T,"But that'll That'll minimize the risk for now. And we want to, we want to focus on the short term first. And then we'll worry more about the midterm and long term",gc,,0,3
161_119,P,right?,gc,,0,3
161_120,T,"Then circumstances may change, maybe you he reside there forever. Maybe some of his work schedule change. Maybe there are other adaptations you can make. ",id,,0,0
161_121,P,Right,gc,,0,3
161_122,T,"But But for now, I think this would be a good way to go. Just keeping you away from the circumstance, ",gc,,0,3
161_123,P,right?,gc,,0,3
161_124,T,"You definitely don't want,",gc,,0,3
161_125,P,right.,gc,,0,3
161_126,T,"So good news, a few behavioral pieces we have in here and then a few cognitive as well. So I want to see in a couple of days before we go into detox",gc,,0,3
161_127,P,okay,gc,,0,3
161_128,T,so that we can practice some of these adaptive responses are like good practice some at home. Between now right as well.,gc,,0,3
161_129,P,Right. Yeah,gc,,0,3
161_130,T,and these behavioral responses as well. But we'll try to get them shored up before detox and I'll see it right after you come out as well.,gc,,0,3
161_131,P,Okay.,gc,,0,3
161_132,T,We'll make sure that we just keep working on applying and refining his adaptive cognitive responses and his adaptive behavioral responses. Right. Does that sound like a plan?,gc,yq,0,3
161_133,P,"Yeah, definitely. I think that will definitely help. Especially especially being in here and after detox. That would definitely, definitely be the best",yna,gc,0,5
161_134,T,"I appreciate you coming in Jesse, and I'll see you in a couple days. ",gc,,0,3
161_135,P,Yeah. Thank you. Thank you.,gc,,0,3
161_136,T,Thanks.,gc,,0,3
162_0,T,"Hi Hazel, how are you doing today? ",gt,,0,2
162_1,P,Okay,gt,,-1,2
162_2,T,What's been going on?,irq,,0,1
162_3,P,"Well, last time I started to tell you a little bit about one of my friends, my best friend Actually, she had this issue. So what happened was she went to a bathroom at our local library, and she found a video camera when she was going to the bathroom",id,,-1,0
162_4,T,in the bathroom?,irq,,0,1
162_5,P,"Yeah, she actually, yeah. And she turned it into the police. And I guess because like she carried it, or she had found it. Her hand prints were on it and they weren't able to they weren't able to detect who actually did it. They weren't able to catch the ",id,id,-1,0
162_6,T,probably didn't catch the person?,irq,,0,1
162_7,P,"No. So send Then I've been on really just high alert, like, I'm worried that that could happen to me to my kids. And I'm just really worried because they didn't catch the guy that him or someone like him could be out there.",id,id,-1,0
162_8,T,"So he's still out in the community, right? So how is it affecting your your daily life? Can you tell me kind of what your where you've been feeling?",irq,irq,0,1
162_9,P,"A lot of anxiety just not knowing maybe, you know, what if someone were to videotape me like that, I've been very aware, shall I say, of cameras.",id,,-1,0
162_10,T,"Okay, so anxious and aware,",gc,,0,3
162_11,P,"right, Like, I know you have one in your office and people on their cell phone cameras.",gc,,-1,3
162_12,T,Right,gc,,0,3
162_13,P,"Just all the possibilities that I could be recorded. I've just been very aware of them which makes me not want to go anywhere. So I've been having Arguing with my husband a lot because he wants to go out to restaurants and I don't want to go because there could be cameras in the bathrooms and how I dress also as you can see him kind of dress more conservatively because I remember hearing once about cameras that people use on shoes that could be you, you know use in a creepy way and so I I can't you know it's now almost summertime I can't dress and skirt or be comfortable because I'm dressing like that.",gc,id,-1,3
162_14,T,"So you have covered a lot of ground there. So you have the you have the feeling of being like worried nervous, whether that's gonna happen to you. But you've also had to kind of change your routine or you have to change routine to feel safer. ",irq,,0,1
162_15,P,Right,id,,0,0
162_16,T,has that helped has has changed in the way you dressed or changing where you go and when you go is that help reduce the anxiety?,ynq,,0,4
162_17,P,"Not really no, I would say it's really starting. That's why I wanted to come in. It's really starting to affect my life.",yna,,-1,5
162_18,T,"You mentioned specifically your husband has, like what's been going on here? ",irq,,0,1
162_19,P,He just wants to go places with our kids like go out to eat and and I don't really want to go anywhere that because you know cameras are everywhere nowadays.,id,,-1,0
162_20,T,They are,ack,,0,6
162_21,P,"And I just kind of worried like public bathrooms Could they be there someone being you know, sometimes baby monitors or you know have two phones and people can hack into that. Laptop cameras. So even in my own house, I've just been really nervous. So I feel like I'm not really getting relief from that anxiety.",id,,-1,0
162_22,T,Have you taken any precautions because of this persistent worry.,irq,,0,1
162_23,P,"I mean, I've read ",id,,0,0
162_24,T,"I was already mentioned like with the camera specifically. I mean,",gc,,0,3
162_25,P,"I've um, you know, when I go into bathrooms I I've been looking for cameras to make sure they weren't there before you know me or my children that needs a bathroom. I have tried, I read online You can learn how to turn off the cameras on your phone, and that you can close your laptop in that way the camera will face down. So, and the same thing on a smart TV so it doesn't recognize your face. I've I've tried to turn things off, they don't need to be on as far as people being able to access myown information ",gc,id,-1,3
162_26,T,"and that seems reasonable. Once you take reasonable precautions to try to avoid being video recorded, ",gc,,0,3
162_27,P,right,ack,,0,6
162_28,T,against your will.,gc,,0,3
162_29,P,Exactly.,ack,,0,6
162_30,T,"But still, you have this feeling of worry anxiety and your your schedules being interfered with?",irq,,0,1
162_31,P,right.,id,,0,0
162_32,T,"skewed you'd like to cope more effectively with your feelings, reduces anxiety. So when you enter into a public bathroom and we talked about automatic thoughts before those thoughts it just kind of pop into our head and they connect to feelings. That can be unpleasant",gc,,0,3
162_33,P,right.,gc,,0,3
162_34,T,"Like anxiety and worry. So when you walk into a public restroom, what's the first thing that goes through your mind?",irq,,0,1
162_35,P,"that there might be a video camera that I don't see that that's maybe like with my friend that was big enough, but I might not catch it in that someone's going to use that in a vulgar way.",id,,-1,0
162_36,T,"Okay, so when you walk in, you're wondering if there's a camera there. ",gc,,0,3
162_37,P,Yeah.,ack,,0,6
162_38,T,"And when that automatic thought occurs, what follows that in terms of a feeling or behavior?",irq,,0,1
162_39,P,"Usually I'll try and find the camera but it's usually anxiety fear. My heart rate starts going up, I start getting really anxious and then you know, I try and either rush to use the bathroom if I really have to go or a lot of times if I don't, I'll just leave. Sometimes I try and use bathroom at home so I don't have to go out.",id,,-1,0
162_40,T,So you behaviors looking for the camera or sometimes just leaving without using a restroom. And you're You're feeling is that that anxiety worry there?,irq,,0,1
162_41,P,"Yeah, ",ack,,0,6
162_42,T,"we've been talking about. Okay. So, really, if we think about, we talked before about the core beliefs, intermediate beliefs, and wonder if the intermediate belief, isn't it, I'm vulnerable. Or this more specifically, maybe it's more of a core belief. More specifically, I'm vulnerable in this area, like put this guy on the loose",gc,id,0,3
162_43,P,"right, ",gc,,0,3
162_44,T,"you know, committed that crime. And then, you know, that's combining with situations that you encounter, and that's where you're getting those automatic thoughts. So that sort of makes sense.",gc,,0,3
162_45,P,Exactly.,gc,,0,3
162_46,T,"Okay. So you remember what, what in terms of kind of therapy, you'd like to apply what we call the adaptive response or self talk. So it's that thought that you interject at that moment you realize you're having an automatic thought, that's going to be to in this case, anxiety and worry and behaviors that are looking for the camera isn't maybe useful behavior, but leaving, you know, that's that that could certainly be on useful behavior. So in terms of that self talk, let's let's work to develop a self talk response so that you could tell yourself to that initial, you know, I wonder if there's a camera in this bathroom. Right? What do you think you could tell yourself that would get in between that thought and the feelings you're having?",id,irq,0,0
162_47,P,I could say if when I walked in the bathroom?,id,,-1,0
162_48,T,Umm hmm,gc,,0,3
162_49,P,"maybe I could say, Umm you know, while there could be a chance that there's a camera in this bathroom, the chance of it happening is not very likely. And You know, I'm gonna take steps to keep myself safe, so that I won't be in a vulnerable position such as looking for the camera.",gc,,0,3
162_50,T,"But it's good. So you have, you have a low probability of it happening, and you're taking useful behaviors to minimize your risk even further. ",gc,,0,3
162_51,P,Right.,gc,,0,3
162_52,T,"Right. So that's a good automatic thought, I think are good adaptive response for the next thought rather. Why don't you Why don't you try that one out? Right, the next time. You had that on that thought? Right. Try out that. You know, I think that's really, you know, that's logical. I mean, it's, it's unlikely to happen. Of course, there's a chance. Right,",gc,id,0,3
162_53,P,right.,gc,,0,3
162_54,T,"And we, we acknowledge that in the self talk, there's a chance that it could happen, but there's precautions you can take. That's a low chance sometimes as well, so keep that on Mac thought. We'll review it In the end, ",gc,id,0,3
162_55,P,"okay, ",gc,,0,3
162_56,T,"right before you leave today, we'll write these down. But that's that's one adaptive response rather that I want to write down for you. I also want to talk about like, the worst case scenario, because right now you have the anxiety worry about an event that while it's unlikely it could happen. It could happen. And I'm wondering how you think you would react? If it is the worst did happen if you if you use the restroom, and you found out through law enforcement or by finding a camera that an offender had been, you know, watching you right on recording. How would react to that?",gc,orq,0,3
162_57,P,"I mean, I think I would be really upset. I think I would feel vulnerable probably for a while and be hesitant. I mean, I would think ultimately, that would be okay. My friend is happened a while ago, she's starting to get to get over it and get back to her usual routine, although she's still hesitant, so I think I would be okay. Eventually, although I'd be really upset that it happened.",id,,-1,0
162_58,T,"And it would make sense to feel upset. But that would be upsetting for anybody. But as you noted, that would probably be relatively temporary. ",gc,,0,3
162_59,P,That's right.,gc,,0,3
162_60,T,"distress, right? Well, acute, and certainly, you wouldn't be happy about it. It shouldn't be happy about it. ",gc,,0,3
162_61,P,Right,ack,,0,6
162_62,T,It would probably go away. I learned to adapt. How long have you been in the state of anxiety and worry?,gc,irq,0,3
162_63,P,"Probably it happened like two months, two months?",id,,0,0
162_64,T,And how many days and the average week are you affected by these feelings?,irq,,0,1
162_65,P,"Every day, ",id,,0,0
162_66,T,every day?,irq,,0,1
162_67,P,Yeah.,id,,0,0
162_68,T,"So if we can compare it right, we have a chance to be recorded, right illegally. That's a low probability event. It could happen. Probably not likely. The anxiety and worry that you're having. That's a high probability event because you're suffering from every day.",gc,id,0,3
162_69,P,And that's true. I never thought about it that way.,gc,,-1,3
162_70,T,"So there's a, there's a point at which maybe you reach and you say, I'd rather take that route to take the risk, I'd rather deal with the potential consequences of that an unlikely event to be recorded and face that if it happens, then be in the state of anxiety, worry",gc,id,0,3
162_71,P,"right, Because right now I'm suffering every day.",id,,-3,0
162_72,T,"Now you're suffering, right? And if, if you could adaptively respond effectively, you you're still gonna have that risk of being recorded. But you know, you could survive that event if it happened late.",gc,,0,3
162_73,P,I can get it,gc,,0,3
162_74,T,"And you're taking reasonable cautions and you know, things we talked about. So, as you think about this in a more general sense, is there a adaptive response, you could apply it to that, to that on that thought of, you know, I need to be worried about This or, you know, whatever that thought looks like sometimes the thoughts in image rights may like an image have been recorded, but whatever that kind of general series of automatic thoughts are that are that are getting you anxious or worried before you even get out of the house. What adapter response? Could you apply there?",gc,irq,0,3
162_75,P,"Maybe, you know, like I said, I'm worried about all the cameras, maybe I could say, you know, I understand there's some cameras that, you know, use for good purposes, security, ",id,,-1,0
162_76,T,probably most are,gc,,0,3
162_77,P,"right. And the chances of being recorded illegally are not likely if, and I'm taking precautions to you know, go to the right places. The good areas, good areas. So it's not likely to happen overall. And me going outside the house is worth the risk. You know, the minimal risk that it would happen and if it did happen, I could survive.",gc,id,-1,3
162_78,T,"That's great. That's a great adaptive Yeah. And actually, that's kind of a few adaptive responses. ",gc,,0,3
162_79,P,"Right, right. ",ack,,0,6
162_80,T,"But that's good. And you can you can apply them and we'll, we'll kind of break them down. ",cmd,,0,7
162_81,P,Okay.,cr,,0,8
162_82,T,"Like I said, before you leave today, we'll break those down. So you can, you could have written down as you go out. I think it's important, because the automatic thoughts tend to spring on us quickly. It's important to rehearse these adaptive responses. So we're ready to go. ",id,cv,0,0
162_83,P,Okay.,cr,,0,8
162_84,T,"Right. And, and kind of, you know, we're being we're preparing ourselves to apply that adaptive response. And in order to be prepared you, you have to know what it is. So it's good to have it written down to kind of more or less commit to memory. ",gc,,0,3
162_85,P,Okay.,gc,,0,3
162_86,T,Does that make sense?,ynq,,0,4
162_87,P,Yeah.,yna,,0,5
162_88,T,"All right. So, before we leave today, I'll take care of that. And I want you to use as adaptive responses for this week. I'll see you next week. And record what the outcome Was every time you're able to apply the response, and that includes what you felt and what you actually did. ",gc,cv,0,3
162_89,P,Okay.,cr,,0,8
162_90,T,"And of course, as you mentioned, any physiological reactions like your heart racing, right underneath that, so that's really that sub behavior. But note both a physiological behaviors and other behaviors. ",gc,cv,0,3
162_91,P,Okay,cr,,0,8
162_92,T,"Yeah. Once you're consciously controlling, and then any feelings, okay? And we'll go through them. We'll go through each time use it one by one, they have a there are and kind of see if we need to adjust the adaptive response and see how well it's working. Okay. That's the plan.",gc,id,0,3
162_93,P,Yeah. I think that will be helpful,gc,,0,3
162_94,T,So we'll go from there. And I appreciate you coming in today.,gc,,0,3
162_95,P,Thank you very much.,gc,,0,3
162_96,T,Thanks.,gc,,0,3
164_0,T,"Sometimes when people are feeling sad, they have thoughts of wanting to hurt themselves. If you had ever had any of those thoughts,",ynq,,0,4
164_1,P,yes.,yna,,-3,5
164_2,T,Have you ever hurt yourself?,ynq,,0,4
164_3,P,Sometimes I cut myself.,yna,,-3,5
164_4,T,Have you ever cut deep enough so that you needed stitches?,ynq,,0,4
164_5,P,"No, no, ",yna,,-3,5
164_6,T,or had to go to the hospital?,irq,,0,1
164_7,P,No.,id,,-3,0
164_8,T,"Does anyone know that you know what you and I say is confidential but when I'm worried about people's safety, and usually I need to tell someone about it. Because it's so that they stay safe. But I wonder if we talk about you cutting a little bit more and help understand it. If you and I can tell someone in your family together so that when you feel like cutting, they can help you. And so you don't cut anymore. Can you tell me about those thoughts?",gc,irq,0,3
164_9,P,Want to stick a knife right here and this slit my wrists,id,,-3,0
164_10,T,at some pretty rough.,irq,,0,1
164_11,P,All right.,id,,0,0
164_12,T,"Is it is it all the time that you want to do it? I just some of the time, ",irq,,0,1
164_13,P,"all the time, all the time. ",id,,-3,0
164_14,T,"Some people say that when they cut themselves, it makes them feel and that helps them because they just feel nothing otherwise it's not you. ",gc,,0,3
164_15,P,Yes.,ack,,0,6
164_16,T,Okay. Have you ever had thoughts of wanting to kill yourself or in your life?,ynq,,0,4
164_17,P,"Yes, I do, putting my face on your pillow.",yna,,-3,5
164_18,T,Have you ever put a pillow over your face to try to kill yourself?,ynq,,0,4
164_19,P,"I triedd, but I got scared. ",yna,,-2,5
164_20,T,You got scared? What kept you from doing it? Let me just stop.,irq,irq,0,1
164_21,P,I wrote for my family and friends.,id,,-1,0
164_22,T,"I wonder Victor, if we made a plan of what to do when you're feeling like wanting to hurt yourself or kill yourself if we made a plan with your sisters here today? ",gc,,0,3
164_23,P,Yes.,gc,,0,3
164_24,T,"So if we made a plan with your sister of what to do, so that you go to your sister if you're feeling sad, and you have a list of what to do when you feel like you want to die or hurt yourself, so you don't hurt yourself. ",gc,,0,3
164_25,P,Alright,gc,,0,3
165_0,T,"Hi, Victor I'm Dr. Sawyer. Victor, can you tell me how old you are?",gt,irq,0,2
165_1,P,I am 20.,id,,0,0
165_2,T,"You're 20 Okay, where do you live?",ack,irq,0,6
165_3,P,At home,id,,0,0
165_4,T,you live at home? Who do you live with?,ack,irq,0,6
165_5,P,"My mom, my dad, my sister.",id,,-1,0
165_6,T,"Okay, so you live with mom, dad and sister. what do you do for work?",ack,irq,0,6
165_7,P,I go to cop.,id,,-1,0
165_8,T,"Okay, so you came to me. It's See me cuz I'm a Doctor. ",irq,,0,1
165_9,P,"I didn't come to you, my mom and dad and my sister drove me here. I didn't want to come. ",id,,-3,0
165_10,T,"Okay, are your mom dad and sister here?",irq,,0,1
165_11,P,Yes.,id,,-3,0
165_12,T,"Okay, so I'll I'll let you go back to them in a few minutes. But let's just get through a few questions",gc,,0,3
165_13,P,I want to go done now.,gc,,-3,3
165_14,T,"So Victor, tell me, how's your sleep? And what about Have you experiencing any lack of joy? ",irq,,0,1
165_15,P,"Yes, I have my teacher  have been mean to me. My educational assistants have been mean to me. They always put me in timeout.",id,,-3,0
165_16,T,"You need to calm down, victory stay in your seat. I'm gonna have to call security.",gc,cv,0,3
165_17,P,I never yelled It was the first ever first time ever.,cr,,-3,8
165_18,T,you are you yelling at me right now and I need you not to yell. Are you on any medications right now?,gc,yq,0,3
165_19,P,"My mom and dad and my sister? No. So it's just Yes,",gc,op,-3,3
165_20,T,yes or no. Are you on any medications?,gc,yq,0,3
165_21,P,"Yes, I am",yna,,0,5
165_22,T,okay. I need you to bring me a list of your medications later. So I'm going to give you a prescription for an antidepressant medication. Are you bringing home to your mom and show it to her and then get it filled?,cmd,irq,0,7
165_23,P,"Obviously, that's none of your business.",id,,-3,0
165_24,T,"Okay, so I'm just I'm just gonna go to my computer and put it in and then I'll be a receptionist will put you off the medication. Okay, so good luck Victor.",id,gc,0,0
165_25,P,Bye,gt,,0,2
165_26,T,"Hi Victor, I'm Dr. Sawyer. Hi. I'm a psychiatrist. Do you know what a psychiatrist is? ",gt,irq,0,2
165_27,P,No.,id,,0,0
165_28,T,"Okay. So a psychiatrist is a doctor who deals with people who are feeling sad or mad, different feelings that they might have. We'll talk for a little bit and we'll talk about some things that might have been difficult in your life over the past little bit. And our goal is to try to make things see how we can make things a little bit easier for you.",id,,0,0
165_29,P,"Okay, and at school, I feel like they're not doing anything. They're not listening to me about my feelings. ",id,,-3,0
165_30,T,So you feel pretty unheard.,irq,,0,1
165_31,P,I feel unheard at school. My parents and my sister are hearing,id,,-3,0
165_32,T,so you said you've been feeling pretty sad. How long have you been feeling sad for ?,irq,,0,1
165_33,P,"Um, well. This is one teacher. I will give out her name but she She doesn't listen to me. Okay? She just tries to keep me down. ",id,,-3,0
165_34,T,How long have you had this teacher for?,irq,,0,1
165_35,P,"Four years, four years. ",id,,-3,0
165_36,T,So have you been feeling sad for this entire four years or a shorter period of time?,irq,,0,1
165_37,P,shorter period of time.,id,,0,0
165_38,T,So has it been a couple of weeks? A couple months? A couple days?,irq,,0,1
165_39,P,A couple of months.,id,,0,0
165_40,T,"So Victor, I want to tell you some of my thoughts of what I think is going on, but I want to invite your sister in because I need to find out a little bit about your medical history. So I'm just going to get her and then I'll come back. Okay. ",gc,id,0,3
165_41,P,Okay.,ack,,0,6
165_42,T,"So, I've been talking to Victor he's been telling me about how his how he's had less interest in things. He's having trouble sleeping. And he's, he's not he's feeling sad all the time. And it does sound like he's been suffering from what we call a major depression. There's a couple of treatments that I want to talk about what you know what medications Victor's on? ",gc,id,0,3
165_43,P,"Yeah, so I actually thought of this because there's a, there's quite a few. Okay, certainly. ",gc,,0,3
165_44,T,"Thank you.  Okay, so on this list it says about sort of what medical illnesses he's had and hospitalizations and surgeries as well. So there's a couple of treatments for for depression. One is medication and one is also doing some interventions within the school and within the family. And there's a lot of things to think about, but it seems like things in the school have been really not going well. And that's been a major contribution to his to sadness.",gc,,0,3
166_0,T,"Hi, August I'm Angie. I'm one of the nurses here.",gt,id,0,2
166_1,P,I'm not feeling very well. I am very sad. I am. I'm really scared.I want to run away.,id,,-2,0
166_2,T,"Okay. All right. Well, I'm sorry to hear that. When you're sad what helps you feel better?",gc,op,-1,3
166_3,P,Coming to the hospital,gc,,0,3
166_4,T,okay. What else helps you feel better? I see you have a phone there. Do you play any games on that?,irq,,0,1
166_5,P,"Yes, I know lots of good games. ",id,,0,0
166_6,T,"Okay, well, why don't you play one of your games that might help you feel better and I'm gonna go and come back in a few minutes. Okay?",gc,,0,3
166_7,P,Okay.,ack,,0,6
166_8,T,"Okay, that's good. August, you feeling better now? ",gc,yq,0,3
166_9,P,I am feeling a bit better.,yna,,-1,5
166_10,T,"Good. Okay, that's really good. And this time when you go back home, when you go home, can you talk to your group home worker, let him or her know that you've been here again, and that you were feeling sad again. ",gc,,0,3
166_11,P,"Yes, I can do that.",gc,,0,3
166_12,T,"Okay, great. I'm gonna go get the doctor. ",gc,,0,3
166_13,P,Okay.,gc,,0,3
167_0,T,"Hi Susan, how are you doing today? ",gt,,0,2
167_1,P,Doing good. How are you?,gt,,0,2
167_2,T,"I am doing well, thanks for asking. I want to give you a brief assessment to help measure functions like memory and thinking. Is that okay with you? ",gt,crq,0,2
167_3,P,Okay,id,,0,0
167_4,T,"All right. For the first part of this assessment, we're going to be handing the sheet back and forth. Okay, I have a table there, so you can write on it. half a second part. I'll get that out of your way. I'll work on some other parts of it. Okay, that sounds good?",id,crq,0,0
167_5,P,Yeah.,id,,0,0
167_6,T,"All right. So let's take a look at this section right here. I have my finger pointed, please draw a line going from a number to a letter in ascending order. So I want you to begin here and draw a line from one that's a than the two and so on and here?",gc,cv,0,3
167_7,P,Okay,cr,,0,8
167_8,T,thank you. I want you to copy this drawing as accurately as you can in the space below.,gc,cv,0,3
167_9,P,....,cr,,0,8
167_10,T,"Thank you. So in this empty space here like to draw a clock, put in all the numbers and set the time to five past hour",gc,cv,0,3
167_11,P,Okay.,gc,,0,3
167_12,T,Thank you for joining us. Can you tell me the name of this animal?,gc,irq,0,3
167_13,P,Giraffe,id,,0,0
167_14,T,what the name of this animal?,irq,,0,1
167_15,P,bear,id,,0,0
167_16,T,and the name of that animal?,irq,,0,1
167_17,P,hippopotamus.,id,,0,0
167_18,T,"Thank you. This is a memory test. I'm going to read a list of words that you will have to remember now, and later on, listen carefully. When I'm through, tell me as many words as you can remember, it does not matter in what order you said. Truck, Banana, Violin, Born, Green.",gc,cv,0,3
167_19,P,"Banana, Truck, Violin, Green, Born. ",cr,,0,8
167_20,T,"Thank you. I'm going to read the same list for a second time. Try to remember and tell me as many words as you can including words you said the first time. Truck, Banana, Violin,  Born, Green",gc,cv,0,3
167_21,P,truck banana violin green.,cmd,,0,7
167_22,T,"Thank you. I will ask you to recall those words again at the end of the test. I am going to say some numbers when I'm through, repeat them to me exactly as I've said them...3 2 9 6 5 ",gc,cv,0,3
167_23,P,3 2 9 6 5.,cr,,0,8
167_24,T,"Thank you. Now I'm going to say some more numbers, but when I'm through, you must repeat them to me in the backwards order. 8 5 2 ",gc,cv,0,3
167_25,P,2 5 2008,cr,,0,8
167_26,T,Thank you.  Now I asked you to count by subtracting seven from 90 and then keep subtracting seven from your answer until I tell you to stop.,gc,cv,0,3
167_27,P,"Starting with 90 and then going down seven,",irq,,0,1
167_28,T,correct,id,,0,0
167_29,P,90 83 76 69 62 55.,cr,,0,8
167_30,T,"that's good. Thank you. I'm going to read you a sentence, repeat it after me, exactly as I say it. A bird can fly into closed windows when it's dark and windy. ",gc,cv,0,3
167_31,P,A bird can fly into close windows when it's dark and windy.,cr,,0,8
167_32,T,Thank you. Now I'm going to read you another sentence repeat it after me exactly as I say it. The caring grandmother sent groceries over a week ago.,gc,cv,0,3
167_33,P,The caring grandmother sent groceries over a week ago.,cr,,0,8
167_34,T,"Thank you. Tell me as many words as you can think of the beginning with a certain letter of the alphabet, that I will tell you in a moment. You can say, any kind of word you want except for proper nouns, like Bob or Boston, numbers, or words that begin with the same sound, but have a different suffix for example, love lover loving. I will tell you to stop after one minute. Are you ready?",gc,yq,0,3
167_35,P,Yes.,yna,,0,5
167_36,T,Now tell me as many words as you can think of the begin with the letter S?,cmd,,0,7
167_37,P,"shoes, socks, stockings, sweater, shirt, Stripes. suitcase, Save, Strategic, Serene. Sweet, super.",cr,,0,8
167_38,T,Tell me how a carrot and a potato are like?,irq,,0,1
167_39,P,vegetables.,id,,0,0
167_40,T,Can you tell me how a diamond and Ruby are like?,irq,,0,1
167_41,P,They both are stones,id,,0,0
167_42,T,"I read some words to you earlier, which I asked you to remember. Tell me as many of those words as you can remember,",cmd,,0,7
167_43,P,"banana, truck, green, born, violin",cr,,0,8
167_44,T,Can you tell me today's date?,irq,,0,1
167_45,P,February 10.,id,,0,0
167_46,T,tell me what day of week it is ?,irq,,0,1
167_47,P,Tuesday.,id,,0,0
167_48,T,Tell me what place we're in right now.,irq,,0,1
167_49,P,Willmington University,id,,0,0
167_50,T,and what city we're in ?,irq,,0,1
167_51,P,Delaware.,id,,0,0
167_52,T,"Susan, thank you very well. ",gc,,0,3
167_53,P,Thank you.,gc,,0,3
168_0,T,"Hi Jill, How ar your doing today ?",gt,,0,2
168_1,P,I am doing all right,gt,,0,2
168_2,T,doing all right?,irq,,0,1
168_3,P,"Yeah, I'm feeling a little bit, I'm feeling a little bit better,",id,,-1,0
168_4,T,a little better and even down for a while what's going on?,irq,,0,1
168_5,P,I just feel like everything's gonna be okay.,id,,-1,0
168_6,T,"This is unusual for you because usually, when I come in, you come in and talk to me cut down or depressed, something changed recently.",gc,irq,0,3
168_7,P,"I just I feel like I found the solution and I just, I know what I'm going to do. So I don't, I'm not really worried about my depression. So I guess I'm feeling a little bit better about it. ",id,,-1,0
168_8,T,Can you tell me about the solution you found for your question?,irq,,0,1
168_9,P,"Yeah, I you know, I know. We've talked Before I think that I'm gonna that I am gonna commit suicide.",id,,-1,0
168_10,T,You want to commit suicide? You know how you'd do that?,irq,,0,1
168_11,P,"Yeah, I have some pills in my house in the medicine cabinet, and I'm going to take those.",id,,-1,0
168_12,T,When do you plan on doing this?,irq,,0,1
168_13,P,"Probably a couple days from now. I have some things to get an order. I want to, you know, arrange things and make sure that, you know, everything's in order and then, and then I'll do it.",id,,-1,0
168_14,T,What kind of things to to arrange?,irq,,0,1
168_15,P,"Um, you know, I want to make sure that all the documents my husband's going to need that they're in a place that he can find them. Not going to tell him but I want you know, I don't want to make things more difficult for him and just that kind of thing. You know what I mean? Like, make sure that everything's in order so that when I'm gone, everybody has what they need.",id,,-1,0
168_16,T,"So Jill, you've been seeing me for almost a year now and you know, by telling me this, that I'm gonna act to stop you. But I'm gonna try to stop you from killing yourself. ",id,,0,0
168_17,P,"Mm hmm. Yeah, I mean, I want to do it. I think in the end, it's, it's what's going to make things better. But I guess there's still a part of me that doesn't want to die doesn't want to do that to my family. So I guess I'm telling you, because you know, I'm not 100% resolved, and I guess I wanted to talk it over.",ack,id,-1,6
168_18,T,"You seem pretty serious, though, about your timetable in your plan.",gc,irq,0,3
